setup_code,setup_definition,high_lookback_days,leader,laggard,context_filter,trigger_code,trigger_definition,setup_idx,setup_date,trigger_idx,trigger_date,leader_strength_definition,laggard_definition,branch_id,direction,horizon_day,laggard_abs_return,leader_abs_return,excess_return
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4375,2023-05-22,4383.0,2023-06-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,-0.0056201755508907825,0.000535791212025849,-0.0061559667629166315
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4375,2023-05-22,4383.0,2023-06-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0026620787012193725,-0.016438666400084734,0.013776587698865361
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4375,2023-05-22,4383.0,2023-06-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.0021887718345363627,-0.004229580316442605,0.006418352150978968
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4375,2023-05-22,4383.0,2023-06-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.003549469853669107,-0.00042264275731218603,0.003972112610981293
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,1,-0.005738336444334968,0.0007050760130793421,-0.00644341245741431
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,2,-0.0056201755508907825,0.000535791212025849,-0.0061559667629166315
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,3,-0.0026620787012193725,-0.016438666400084734,0.013776587698865361
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,4,0.0021887718345363627,-0.004229580316442605,0.006418352150978968
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,5,0.003549469853669107,-0.00042264275731218603,0.003972112610981293
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,1,-0.005738336444334968,0.0007050760130793421,-0.00644341245741431
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,2,-0.0056201755508907825,0.000535791212025849,-0.0061559667629166315
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0026620787012193725,-0.016438666400084734,0.013776587698865361
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,4,0.0021887718345363627,-0.004229580316442605,0.006418352150978968
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4379,2023-05-26,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,5,0.003549469853669107,-0.00042264275731218603,0.003972112610981293
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,1,-0.005738336444334968,0.0007050760130793421,-0.00644341245741431
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,2,-0.0056201755508907825,0.000535791212025849,-0.0061559667629166315
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,3,-0.0026620787012193725,-0.016438666400084734,0.013776587698865361
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,4,0.0021887718345363627,-0.004229580316442605,0.006418352150978968
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,5,0.003549469853669107,-0.00042264275731218603,0.003972112610981293
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,1,-0.005738336444334968,0.0007050760130793421,-0.00644341245741431
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,2,-0.0056201755508907825,0.000535791212025849,-0.0061559667629166315
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0026620787012193725,-0.016438666400084734,0.013776587698865361
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,4,0.0021887718345363627,-0.004229580316442605,0.006418352150978968
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4380,2023-05-30,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,5,0.003549469853669107,-0.00042264275731218603,0.003972112610981293
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,1,-0.005738336444334968,0.0007050760130793421,-0.00644341245741431
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,2,-0.0056201755508907825,0.000535791212025849,-0.0061559667629166315
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,3,-0.0026620787012193725,-0.016438666400084734,0.013776587698865361
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,4,0.0021887718345363627,-0.004229580316442605,0.006418352150978968
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T1,relative-strength turn,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_QQQ_leads,QQQ leads / DIA lags,5,0.003549469853669107,-0.00042264275731218603,0.003972112610981293
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,1,-0.005738336444334968,0.0007050760130793421,-0.00644341245741431
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,2,-0.0056201755508907825,0.000535791212025849,-0.0061559667629166315
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0026620787012193725,-0.016438666400084734,0.013776587698865361
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,4,0.0021887718345363627,-0.004229580316442605,0.006418352150978968
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4382,2023-06-01,4383.0,2023-06-02,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,5,0.003549469853669107,-0.00042264275731218603,0.003972112610981293
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4383,2023-06-02,4387.0,2023-06-08,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0013577262661221834,0.0038231077002068847,-0.0024653814340847013
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4383,2023-06-02,4387.0,2023-06-08,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,2,0.00696581649932404,0.020784531250673366,-0.013818714751349326
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4383,2023-06-02,4387.0,2023-06-08,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,3,0.011245301614729808,0.028628190331486447,-0.01738288871675664
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4383,2023-06-02,4387.0,2023-06-08,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,4,0.004752136480610902,0.0361036983004277,-0.0313515618198168
S1,same-day strict non-confirmation,128,QQQ,DIA,SPY,T5,gap compression,4383,2023-06-02,4387.0,2023-06-08,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_QQQ_leads,QQQ leads / DIA lags,5,0.017590970023559693,0.04844986482803382,-0.030858894804474124
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4384,2023-06-05,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0013577262661221834,0.0038231077002068847,-0.0024653814340847013
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4384,2023-06-05,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.00696581649932404,0.020784531250673366,-0.013818714751349326
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4384,2023-06-05,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.011245301614729808,0.028628190331486447,-0.01738288871675664
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4384,2023-06-05,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.004752136480610902,0.0361036983004277,-0.0313515618198168
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4384,2023-06-05,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.017590970023559693,0.04844986482803382,-0.030858894804474124
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4385,2023-06-06,4395.0,2023-06-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,-0.00026535427102203357,0.011798813133793384,-0.012064167404815418
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4385,2023-06-06,4395.0,2023-06-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,-0.0066877186077093365,0.0017684207062060864,-0.008456139313915423
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4385,2023-06-06,4395.0,2023-06-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,-0.0067464769700648075,-0.01166065794437765,0.004914180974312843
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4385,2023-06-06,4395.0,2023-06-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,-0.0005891844122727363,0.005333030283240392,-0.005922214695513128
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4385,2023-06-06,4395.0,2023-06-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,-0.002356925977175628,0.0072950568038945285,-0.009651982781070156
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4385,2023-06-06,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0013577262661221834,0.0038231077002068847,-0.0024653814340847013
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4385,2023-06-06,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.00696581649932404,0.020784531250673366,-0.013818714751349326
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4385,2023-06-06,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.011245301614729808,0.028628190331486447,-0.01738288871675664
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4385,2023-06-06,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.004752136480610902,0.0361036983004277,-0.0313515618198168
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4385,2023-06-06,4387.0,2023-06-08,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.017590970023559693,0.04844986482803382,-0.030858894804474124
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4410,2023-07-13,4415.0,2023-07-20,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,-6.230447097610448e-05,-0.0029993889097030824,0.002937084438726978
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4410,2023-07-13,4415.0,2023-07-20,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.005417949636947306,-0.0014068330975988141,0.00682478273454612
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4410,2023-07-13,4415.0,2023-07-20,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.006128057362919215,0.0053613438750732545,0.0007667134878459603
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4410,2023-07-13,4415.0,2023-07-20,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.008768606092089515,0.0020171001555016055,0.006751505936587909
S2,rolling divergence,128,QQQ,DIA,SPY,T1,relative-strength turn,4410,2023-07-13,4415.0,2023-07-20,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.0017261149870275716,-0.000371610076807416,0.0020977250638349876
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4410,2023-07-13,4411.0,2023-07-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0019698407774542126,0.009338452568227629,-0.007368611790773416
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4410,2023-07-13,4411.0,2023-07-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.012776694893674057,0.017595542586914314,-0.004818847693240258
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4410,2023-07-13,4411.0,2023-07-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.015992351391519,0.017358176306933926,-0.001365824915414926
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4410,2023-07-13,4411.0,2023-07-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.02103330293026895,-0.00609387398624317,0.02712717691651212
S2,rolling divergence,128,QQQ,DIA,SPY,T5,gap compression,4410,2023-07-13,4411.0,2023-07-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.020969687990480823,-0.00907498499789483,0.030044672988375654
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T1,relative-strength turn,4419,2023-07-26,4420.0,2023-07-27,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,1,0.01821459227891964,0.004848024933889583,0.013366567345030056
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T1,relative-strength turn,4419,2023-07-26,4420.0,2023-07-27,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,2,0.018745614108050868,0.007937419746940177,0.01080819436111069
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T1,relative-strength turn,4419,2023-07-26,4420.0,2023-07-27,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,3,0.016382698735619483,0.009723662850371406,0.006659035885248077
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T1,relative-strength turn,4419,2023-07-26,4420.0,2023-07-27,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,4,-0.005921123987420507,-8.464963516008339e-05,-0.0058364743522604234
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T1,relative-strength turn,4419,2023-07-26,4420.0,2023-07-27,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,5,-0.0075141894748146365,-0.0022108492947690017,-0.005303340180045635
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T5,gap compression,4419,2023-07-26,4421.0,2023-07-28,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,1,0.0005215225092609632,0.003074489610758624,-0.0025529671014976607
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T5,gap compression,4419,2023-07-26,4421.0,2023-07-28,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,2,-0.0017991232468982377,0.004852114743224556,-0.006651237990122794
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T5,gap compression,4419,2023-07-26,4421.0,2023-07-28,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,3,-0.023703958329963304,-0.004908876214763103,-0.0187950821152002
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T5,gap compression,4419,2023-07-26,4421.0,2023-07-28,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,4,-0.02526852585774597,-0.007024817737112943,-0.01824370812063303
S1,same-day strict non-confirmation,128,DIA,QQQ,SPY,T5,gap compression,4419,2023-07-26,4421.0,2023-07-28,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,5,-0.029832090457626137,-0.010804861448851844,-0.019027229008774293
S2,rolling divergence,128,DIA,QQQ,SPY,T1,relative-strength turn,4422,2023-07-31,4432.0,2023-08-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,-0.010611637258012174,-0.010192228103944045,-0.00041940915406812884
S2,rolling divergence,128,DIA,QQQ,SPY,T1,relative-strength turn,4422,2023-07-31,4432.0,2023-08-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,2,-0.02108827152284376,-0.015401595162952808,-0.005686676359890952
S2,rolling divergence,128,DIA,QQQ,SPY,T1,relative-strength turn,4422,2023-07-31,4432.0,2023-08-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,3,-0.03178106132452341,-0.023074045584584146,-0.008707015739939261
S2,rolling divergence,128,DIA,QQQ,SPY,T1,relative-strength turn,4422,2023-07-31,4432.0,2023-08-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,4,-0.03299592076563784,-0.021457669733253693,-0.01153825103238415
S2,rolling divergence,128,DIA,QQQ,SPY,T1,relative-strength turn,4422,2023-07-31,4432.0,2023-08-14,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,5,-0.017416056110325928,-0.022733698823317106,0.005317642712991177
S2,rolling divergence,128,DIA,QQQ,SPY,T1,relative-strength turn,4508,2023-11-30,4513.0,2023-12-07,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,0.004456732325635704,0.0035652435269213356,0.0008914887987143683
